section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2031,0.26,0.66,11.5,11519446.0,5759723.0,20159030.0,63757980.0,31878990.0,111576465.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2032,0.12,1.74,3.6,3560965.0,1780482.0,6231689.0,21488384.0,10744192.0,37604672.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2032,0.27,0.62,12.5,12508687.0,6254343.0,21890202.0,76266667.0,38133334.0,133466667.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2033,0.13,1.62,3.9,3878105.0,1939052.0,6786684.0,25366489.0,12683244.0,44391356.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2033,0.28,0.57,13.6,13580589.0,6790294.0,23766030.0,89847256.0,44923628.0,157232698.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2034,0.14,1.52,4.2,4222425.0,2111213.0,7389244.0,29588914.0,14794457.0,51780600.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2034,0.29,0.54,14.7,14741921.0,7370961.0,25798362.0,104589177.0,52294589.0,183031060.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2035,0.15,1.41,4.6,4596194.0,2298097.0,8043340.0,34185108.0,17092554.0,59823940.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2035,0.3,0.5,16.0,16000000.0,8000000.0,28000000.0,120589177.0,60294589.0,211031060.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2036,0.16,1.32,5.0,5001865.0,2500932.0,8753263.0,39186973.0,19593487.0,68577203.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2036,0.31,0.47,17.4,17362730.0,8681365.0,30384778.0,137951907.0,68975954.0,241415838.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2037,0.17,1.23,5.4,5442091.0,2721046.0,9523659.0,44629064.0,22314532.0,78100862.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2037,0.32,0.44,18.8,18838653.0,9419327.0,32967643.0,156790560.0,78395280.0,274383480.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2038,0.18,1.15,5.9,5919744.0,2959872.0,10359552.0,50548808.0,25274404.0,88460414.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2038,0.33,0.41,20.4,20436997.0,10218499.0,35764745.0,177227557.0,88613779.0,310148226.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2039,0.19,1.07,6.4,6437928.0,3218964.0,11266373.0,56986736.0,28493368.0,99726787.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2039,0.34,0.38,22.2,22167733.0,11083866.0,38793533.0,199395290.0,99697645.0,348941758.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2040,0.2,1.0,7.0,7000000.0,3500000.0,12250000.0,63986736.0,31993368.0,111976787.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2040,0.35,0.35,24.0,24041631.0,12020815.0,42072853.0,223436921.0,111718460.0,391014612.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2041,0.21,0.93,7.6,7609592.0,3804796.0,13316785.0,71596327.0,35798164.0,125293573.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2041,0.36,0.33,26.1,26070325.0,13035162.0,45623069.0,249507246.0,124753623.0,436637680.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2042,0.22,0.87,8.3,8270628.0,4135314.0,14473599.0,79866955.0,39933478.0,139767172.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2042,0.37,0.31,28.3,28266383.0,14133192.0,49466171.0,277773629.0,138886815.0,486103851.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2043,0.23,0.81,9.0,8987354.0,4493677.0,15727870.0,88854310.0,44427155.0,155495042.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2043,0.38,0.29,30.6,30643380.0,15321690.0,53625915.0,308417009.0,154208505.0,539729766.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2044,0.24,0.76,9.8,9764359.0,4882179.0,17087627.0,98618668.0,49309334.0,172582669.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2044,0.39,0.27,33.2,33215974.0,16607987.0,58127955.0,341632984.0,170816492.0,597857721.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2045,0.25,0.71,10.6,10606602.0,5303301.0,18561553.0,109225270.0,54612635.0,191144222.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2045,0.4,0.25,36.0,36000000.0,18000000.0,63000000.0,377632984.0,188816492.0,660857721.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2046,0.26,0.66,11.5,11519446.0,5759723.0,20159030.0,120744716.0,60372358.0,211303252.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2046,0.41,0.23,39.0,39012554.0,19506277.0,68271970.0,416645538.0,208322769.0,729129691.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2047,0.27,0.62,12.5,12508687.0,6254343.0,21890202.0,133253403.0,66626701.0,233193455.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2047,0.42,0.22,42.3,42272099.0,21136050.0,73976174.0,458917637.0,229458819.0,803105865.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2048,0.28,0.57,13.6,13580589.0,6790294.0,23766030.0,146833991.0,73416996.0,256959485.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2048,0.43,0.2,45.8,45798572.0,22899286.0,80147501.0,504716209.0,252358105.0,883253366.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2049,0.29,0.54,14.7,14741921.0,7370961.0,25798362.0,161575913.0,80787956.0,282757847.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2049,0.44,0.19,49.6,49613497.0,24806749.0,86823621.0,554329707.0,277164853.0,970076987.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2050,0.3,0.5,16.0,16000000.0,8000000.0,28000000.0,177575913.0,88787956.0,310757847.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2050,0.45,0.18,53.7,53740115.0,26870058.0,94045202.0,608069822.0,304034911.0,1064122189.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2051,0.306,0.48,16.8,16804548.0,8402274.0,29407959.0,194380461.0,97190230.0,340165806.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2051,0.456,0.17,56.4,56376055.0,28188027.0,98658096.0,664445877.0,332222938.0,1162780285.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2052,0.312,0.46,17.6,17648574.0,8824287.0,30885005.0,212029035.0,106014517.0,371050811.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2052,0.462,0.16,59.1,59138957.0,29569478.0,103493175.0,723584834.0,361792417.0,1266273459.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2053,0.318,0.44,18.5,18533980.0,9266990.0,32434466.0,230563015.0,115281508.0,403485277.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2053,0.468,0.16,62.0,62034851.0,31017426.0,108560990.0,785619685.0,392809843.0,1374834449.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2054,0.324,0.42,19.5,19462759.0,9731380.0,34059828.0,250025774.0,125012887.0,437545105.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2054,0.474,0.15,65.1,65070051.0,32535025.0,113872589.0,850689736.0,425344868.0,1488707038.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2055,0.33,0.41,20.4,20436997.0,10218499.0,35764745.0,270462772.0,135231386.0,473309850.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2055,0.48,0.14,68.3,68251164.0,34125582.0,119439537.0,918940900.0,459470450.0,1608146575.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2056,0.336,0.39,21.5,21458881.0,10729441.0,37553042.0,291921653.0,145960826.0,510862892.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2056,0.486,0.14,71.6,71585111.0,35792555.0,125273944.0,990526011.0,495263006.0,1733420519.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2057,0.342,0.37,22.5,22530700.0,11265350.0,39428725.0,314452353.0,157226176.0,550291617.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2057,0.492,0.13,75.1,75079135.0,37539567.0,131388486.0,1065605146.0,532802573.0,1864809005.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2058,0.348,0.36,23.7,23654853.0,11827426.0,41395992.0,338107205.0,169053603.0,591687609.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2058,0.498,0.13,78.7,78740819.0,39370410.0,137796433.0,1144345965.0,572172983.0,2002605439.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2059,0.354,0.34,24.8,24833851.0,12416925.0,43459239.0,362941056.0,181470528.0,635146848.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2059,0.504,0.12,82.6,82578103.0,41289051.0,144511679.0,1226924068.0,613462034.0,2147117118.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2060,0.36,0.33,26.1,26070325.0,13035162.0,45623069.0,389011381.0,194505690.0,680769916.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2060,0.51,0.12,86.6,86599296.0,43299648.0,151548768.0,1313523363.0,656761682.0,2298665886.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2061,0.366,0.32,27.4,27367031.0,13683516.0,47892304.0,416378412.0,208189206.0,728662221.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2061,0.516,0.11,90.8,90813099.0,45406549.0,158922923.0,1404336462.0,702168231.0,2457588808.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2062,0.372,0.3,28.7,28726855.0,14363427.0,50271996.0,445105266.0,222552633.0,778934216.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2062,0.522,0.11,95.2,95228618.0,47614309.0,166650082.0,1499565080.0,749782540.0,2624238890.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2063,0.378,0.29,30.2,30152818.0,15076409.0,52767432.0,475258085.0,237629042.0,831701648.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2063,0.528,0.1,99.9,99855387.0,49927694.0,174746928.0,1599420467.0,799710234.0,2798985818.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2064,0.384,0.28,31.6,31648087.0,15824043.0,55384151.0,506906171.0,253453086.0,887085799.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2064,0.534,0.1,104.7,104703385.0,52351693.0,183230925.0,1704123853.0,852061926.0,2982216742.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2065,0.39,0.27,33.2,33215974.0,16607987.0,58127955.0,540122146.0,270061073.0,945213755.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2065,0.54,0.09,109.8,109783058.0,54891529.0,192120352.0,1813906911.0,906953455.0,3174337094.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2066,0.396,0.26,34.9,34859953.0,17429977.0,61004918.0,574982099.0,287491049.0,1006218673.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2066,0.546,0.09,115.1,115105339.0,57552670.0,201434344.0,1929012250.0,964506125.0,3375771438.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2067,0.402,0.25,36.6,36583658.0,18291829.0,64021402.0,611565757.0,305782878.0,1070240075.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2067,0.552,0.09,120.7,120681674.0,60340837.0,211192929.0,2049693924.0,1024846962.0,3586964367.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2068,0.408,0.24,38.4,38390895.0,19195448.0,67184067.0,649956652.0,324978326.0,1137424141.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2068,0.558,0.08,126.5,126524040.0,63262020.0,221417071.0,2176217964.0,1088108982.0,3808381438.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2069,0.414,0.23,40.3,40285651.0,20142826.0,70499889.0,690242303.0,345121152.0,1207924031.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2069,0.564,0.08,132.6,132644978.0,66322489.0,232128712.0,2308862942.0,1154431471.0,4040510149.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2070,0.42,0.22,42.3,42272099.0,21136050.0,73976174.0,732514403.0,366257201.0,1281900205.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2070,0.57,0.08,139.1,139057610.0,69528805.0,243350818.0,2447920553.0,1223960276.0,4283860967.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2071,0.426,0.21,44.4,44354611.0,22177306.0,77620570.0,776869014.0,388434507.0,1359520774.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2071,0.576,0.07,145.8,145775673.0,72887836.0,255107428.0,2593696226.0,1296848113.0,4538968395.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2072,0.432,0.2,46.5,46537763.0,23268881.0,81441085.0,823406777.0,411703388.0,1440961859.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2072,0.582,0.07,152.8,152813543.0,76406771.0,267423700.0,2746509768.0,1373254884.0,4806392095.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2073,0.438,0.19,48.8,48826346.0,24413173.0,85446106.0,872233123.0,436116562.0,1526407966.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2073,0.588,0.07,160.2,160186266.0,80093133.0,280325966.0,2906696035.0,1453348017.0,5086718060.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2074,0.444,0.18,51.2,51225379.0,25612690.0,89644414.0,923458503.0,461729251.0,1616052379.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2074,0.594,0.07,167.9,167909591.0,83954796.0,293841785.0,3074605626.0,1537302813.0,5380559845.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2075,0.45,0.18,53.7,53740115.0,26870058.0,94045202.0,977198618.0,488599309.0,1710097581.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2075,0.6,0.06,176.0,176000000.0,88000000.0,308000000.0,3250605626.0,1625302813.0,5688559845.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2076,0.456,0.17,56.4,56376055.0,28188027.0,98658096.0,1033574673.0,516787336.0,1808755677.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2076,0.606,0.06,184.5,184474741.0,92237371.0,322830797.0,3435080367.0,1717540184.0,6011390642.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2077,0.462,0.16,59.1,59138957.0,29569478.0,103493175.0,1092713630.0,546356815.0,1912248852.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2077,0.612,0.06,193.4,193351867.0,96675933.0,338365767.0,3628432234.0,1814216117.0,6349756409.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2078,0.468,0.16,62.0,62034851.0,31017426.0,108560990.0,1154748481.0,577374241.0,2020809842.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2078,0.618,0.06,202.7,202650269.0,101325135.0,354637971.0,3831082503.0,1915541252.0,6704394381.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2079,0.474,0.15,65.1,65070051.0,32535025.0,113872589.0,1219818532.0,609909266.0,2134682431.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2079,0.624,0.05,212.4,212389720.0,106194860.0,371682010.0,4043472223.0,2021736112.0,7076076391.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2080,0.48,0.14,68.3,68251164.0,34125582.0,119439537.0,1288069696.0,644034848.0,2254121968.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2080,0.63,0.05,222.6,222590910.0,111295455.0,389534092.0,4266063133.0,2133031567.0,7465610483.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2081,0.486,0.14,71.6,71585111.0,35792555.0,125273944.0,1359654807.0,679827403.0,2379395912.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2081,0.636,0.05,233.3,233275491.0,116637746.0,408232109.0,4499338624.0,2249669312.0,7873842593.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2082,0.492,0.13,75.1,75079135.0,37539567.0,131388486.0,1434733942.0,717366971.0,2510784398.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2082,0.642,0.05,244.5,244466123.0,122233061.0,427815715.0,4743804747.0,2371902374.0,8301658308.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2083,0.498,0.13,78.7,78740819.0,39370410.0,137796433.0,1513474761.0,756737380.0,2648580832.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2083,0.648,0.04,256.2,256186517.0,128093258.0,448326404.0,4999991264.0,2499995632.0,8749984712.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2084,0.504,0.12,82.6,82578103.0,41289051.0,144511679.0,1596052863.0,798026432.0,2793092511.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2084,0.654,0.04,268.5,268461486.0,134230743.0,469807600.0,5268452749.0,2634226375.0,9219792312.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2085,0.51,0.12,86.6,86599296.0,43299648.0,151548768.0,1682652159.0,841326080.0,2944641279.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2085,0.66,0.04,281.3,281316995.0,140658497.0,492304741.0,5549769744.0,2774884872.0,9712097052.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2086,0.516,0.11,90.8,90813099.0,45406549.0,158922923.0,1773465258.0,886732629.0,3103564201.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2086,0.666,0.04,294.8,294780214.0,147390107.0,515865375.0,5844549959.0,2922274979.0,10227962427.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2087,0.522,0.11,95.2,95228618.0,47614309.0,166650082.0,1868693876.0,934346938.0,3270214283.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2087,0.672,0.04,308.9,308879575.0,154439788.0,540539256.0,6153429534.0,3076714767.0,10768501684.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2088,0.528,0.1,99.9,99855387.0,49927694.0,174746928.0,1968549263.0,984274632.0,3444961210.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2088,0.678,0.04,323.6,323644827.0,161822413.0,566378447.0,6477074361.0,3238537180.0,11334880131.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2089,0.534,0.1,104.7,104703385.0,52351693.0,183230925.0,2073252649.0,1036626324.0,3628192135.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2089,0.684,0.03,339.1,339107099.0,169553549.0,593437423.0,6816181459.0,3408090730.0,11928317554.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2090,0.54,0.09,109.8,109783058.0,54891529.0,192120352.0,2183035707.0,1091517853.0,3820312487.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2090,0.69,0.03,355.3,355298963.0,177649482.0,621773186.0,7171480423.0,3585740211.0,12550090740.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2091,0.546,0.09,115.1,115105339.0,57552670.0,201434344.0,2298141046.0,1149070523.0,4021746831.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2091,0.696,0.03,365.0,365000000.0,182500000.0,638750000.0,7536480423.0,3768240211.0,13188840740.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2092,0.552,0.09,120.7,120681674.0,60340837.0,211192929.0,2418822720.0,1209411360.0,4232939760.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2092,0.702,0.03,365.0,365000000.0,182500000.0,638750000.0,7901480423.0,3950740211.0,13827590740.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2093,0.558,0.08,126.5,126524040.0,63262020.0,221417071.0,2545346760.0,1272673380.0,4454356830.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2093,0.708,0.03,365.0,365000000.0,182500000.0,638750000.0,8266480423.0,4133240211.0,14466340740.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2094,0.564,0.08,132.6,132644978.0,66322489.0,232128712.0,2677991738.0,1338995869.0,4686485542.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2094,0.714,0.03,365.0,365000000.0,182500000.0,638750000.0,8631480423.0,4315740211.0,15105090740.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2095,0.57,0.08,139.1,139057610.0,69528805.0,243350818.0,2817049348.0,1408524674.0,4929836360.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2095,0.72,0.03,365.0,365000000.0,182500000.0,638750000.0,8996480423.0,4498240211.0,15743840740.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2096,0.576,0.07,145.8,145775673.0,72887836.0,255107428.0,2962825021.0,1481412511.0,5184943788.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2096,0.726,0.03,365.0,365000000.0,182500000.0,638750000.0,9361480423.0,4680740211.0,16382590740.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2097,0.582,0.07,152.8,152813543.0,76406771.0,267423700.0,3115638564.0,1557819282.0,5452367487.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2097,0.732,0.03,365.0,365000000.0,182500000.0,638750000.0,9726480423.0,4863240211.0,17021340740.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2098,0.588,0.07,160.2,160186266.0,80093133.0,280325966.0,3275824830.0,1637912415.0,5732693453.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2098,0.738,0.02,365.0,365000000.0,182500000.0,638750000.0,10091480423.0,5045740211.0,17660090740.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2099,0.594,0.07,167.9,167909591.0,83954796.0,293841785.0,3443734422.0,1721867211.0,6026535238.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2099,0.744,0.02,365.0,365000000.0,182500000.0,638750000.0,10456480423.0,5228240211.0,18298840740.0
Mondego Valley (km 240–244),railway,SSP2-4.5,Baseline,2100,0.6,0.06,176.0,176000000.0,88000000.0,308000000.0,3619734422.0,1809867211.0,6334535238.0
Mondego Valley (km 240–244),railway,SSP2-4.5,+Geoid,2100,0.75,0.02,365.0,365000000.0,182500000.0,638750000.0,10821480423.0,5410740211.0,18937590740.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2025,0.065,2.55,2.2,2216450.0,1108225.0,3878788.0,2216450.0,1108225.0,3878788.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2025,0.215,0.9,7.9,7933422.0,3966711.0,13883488.0,7933422.0,3966711.0,13883488.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2026,0.078,2.33,2.5,2481254.0,1240627.0,4342195.0,4697704.0,2348852.0,8220982.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2026,0.228,0.82,8.8,8839339.0,4419669.0,15468843.0,16772760.0,8386380.0,29352331.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2027,0.091,2.13,2.8,2776290.0,1388145.0,4858507.0,7473994.0,3736997.0,13079489.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2027,0.241,0.75,9.8,9845562.0,4922781.0,17229733.0,26618322.0,13309161.0,46582064.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2028,0.104,1.95,3.1,3104904.0,1552452.0,5433582.0,10578898.0,5289449.0,18513071.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2028,0.254,0.69,11.0,10962953.0,5481476.0,19185167.0,37581275.0,18790638.0,65767232.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2029,0.117,1.78,3.5,3470805.0,1735403.0,6073909.0,14049703.0,7024852.0,24586980.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2029,0.267,0.63,12.2,12203530.0,6101765.0,21356177.0,49784805.0,24892402.0,87123408.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2030,0.13,1.62,3.9,3878105.0,1939052.0,6786684.0,17927808.0,8963904.0,31373664.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2030,0.28,0.57,13.6,13580589.0,6790294.0,23766030.0,63365394.0,31682697.0,110889439.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2031,0.144,1.48,4.3,4349773.0,2174887.0,7612103.0,22277581.0,11138791.0,38985767.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2031,0.293,0.52,15.2,15170852.0,7585426.0,26548991.0,78536246.0,39268123.0,137438430.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2032,0.157,1.35,4.9,4876660.0,2438330.0,8534155.0,27154241.0,13577121.0,47519922.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2032,0.307,0.48,16.9,16942427.0,8471214.0,29649248.0,95478673.0,47739337.0,167087678.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2033,0.171,1.23,5.5,5465060.0,2732530.0,9563855.0,32619301.0,16309651.0,57083777.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2033,0.321,0.43,18.9,18915583.0,9457791.0,33102270.0,114394256.0,57197128.0,200189948.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2034,0.184,1.12,6.1,6121971.0,3060986.0,10713450.0,38741273.0,19370636.0,67797227.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2034,0.334,0.4,21.1,21112820.0,10556410.0,36947435.0,135507076.0,67753538.0,237137383.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2035,0.198,1.02,6.9,6855174.0,3427587.0,11996554.0,45596446.0,22798223.0,79793781.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2035,0.348,0.36,23.6,23559114.0,11779557.0,41228449.0,159066190.0,79533095.0,278365832.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2036,0.211,0.93,7.7,7673313.0,3836656.0,13428297.0,53269759.0,26634879.0,93222078.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2036,0.361,0.33,26.3,26282184.0,13141092.0,45993821.0,185348373.0,92674187.0,324359653.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2037,0.225,0.84,8.6,8585997.0,4292999.0,15025495.0,61855756.0,30927878.0,108247573.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2037,0.375,0.3,29.3,29312790.0,14656395.0,51297382.0,214661163.0,107330582.0,375657036.0
